name,type,start_time,duration
"Test Analyzer","enable",2.5543049,9.99999997e-08
"Test Analyzer","disable",2.5545378,1e-07
"Test Analyzer","enable",2.5562985,1e-07
"Test Analyzer","disable",2.5594119,9.99999997e-08
"Test Analyzer","enable",2.5623782,1e-07
"Test Analyzer","disable",2.5631005,9.99999997e-08
"Test Analyzer","enable",2.5637664,9.99999997e-08
"Test Analyzer","disable",2.565246,9.99999997e-08
"Test Analyzer","error",2.5660425,0.0029575
"Test Analyzer","error",2.5720716,0.0011815
"Test Analyzer","enable",2.5738157,1e-07
"Test Analyzer","disable",2.575457,9.99999997e-08
"Test Analyzer","error",2.575549,0.0019657
"Test Analyzer","error",2.5786722,0.0026662
"Test Analyzer","enable",2.583257,9.99999997e-08
"Test Analyzer","disable",2.5855643,1e-07
"Test Analyzer","enable",2.5880016,9.99999997e-08
"Test Analyzer","disable",2.5895088,9.99999997e-08
"Test Analyzer","enable",2.5927767,1e-07
"Test Analyzer","disable",2.5960048,1e-07
"Test Analyzer","error",2.5973652,0.003117
"Test Analyzer","enable",2.600922,1e-07
"Test Analyzer","disable",2.6010225,9.99999997e-08
"Test Analyzer","error",2.602942,0.0002412
"Test Analyzer","enable",2.6060734,9.99999997e-08
"Test Analyzer","disable",2.6080668,9.99999997e-08
"Test Analyzer","error",2.6092374,0.001603
"Test Analyzer","error",2.6128295,0.0027958
"Test Analyzer","error",2.6161036,0.0017234
"Test Analyzer","enable",2.6183206,9.99999997e-08
"Test Analyzer","disable",2.6203332,9.99999997e-08
"Test Analyzer","error",2.6206306,0.0030548
"Test Analyzer","error",2.6239386,0.0017027
"Test Analyzer","error",2.6286812,0.0019166
"Test Analyzer","error",2.6312185,0.00189
"Test Analyzer","enable",2.6359434,1e-07
"Test Analyzer","disable",2.6376286,1e-07
"Test Analyzer","enable",2.640521,9.99999997e-08
"Test Analyzer","disable",2.6433132,9.99999997e-08
"Test Analyzer","error",2.6437477,0.0012656
"Test Analyzer","error",2.6463908,0.0021842
"Test Analyzer","enable",2.6514013,1e-07
"Test Analyzer","disable",2.6525964,9.99999997e-08
"Test Analyzer","enable",2.652866,9.99999997e-08
"Test Analyzer","disable",2.6534502,1e-07
"Test Analyzer","error",2.6561034,8.36e-05
"Test Analyzer","enable",2.6575641,9.99999997e-08
"Test Analyzer","disable",2.6595514,1e-07
"Test Analyzer","enable",2.659597,9.99999997e-08
"Test Analyzer","disable",2.6623082,9.99999997e-08
"Test Analyzer","enable",2.6629803,9.99999997e-08
"Test Analyzer","disable",2.6637266,9.99999997e-08
"Test Analyzer","error",2.6668312,0.0028493
"Test Analyzer","error",2.671774,0.0029094
"Test Analyzer","enable",2.67778,1e-07
"Test Analyzer","disable",2.6809112,1e-07
"Test Analyzer","enable",2.6840577,1e-07
"Test Analyzer","disable",2.6844488,9.99999997e-08
"Test Analyzer","enable",2.6844979,9.99999997e-08
"Test Analyzer","disable",2.6869398,9.99999997e-08
"Test Analyzer","enable",2.688545,9.99999997e-08
"Test Analyzer","disable",2.6910616,1e-07
"Test Analyzer","enable",2.6917043,1e-07
"Test Analyzer","disable",2.6917324,1e-07
"Test Analyzer","enable",2.6928343,1e-07
"Test Analyzer","disable",2.69426,1e-07
"Test Analyzer","enable",2.6963544,9.99999997e-08
"Test Analyzer","disable",2.6971408,9.99999997e-08
"Test Analyzer","error",2.6972855,0.0001004
"Test Analyzer","enable",2.7004664,1e-07
"Test Analyzer","disable",2.7030178,9.99999997e-08
"Test Analyzer","error",2.7059397,0.0030981
"Test Analyzer","error",2.7103968,0.0002218
"Test Analyzer","enable",2.7138272,1.00000001e-07
"Test Analyzer","disable",2.7156949,1e-07
"Test Analyzer","error",2.7188618,0.0023915
"Test Analyzer","enable",2.7215677,9.99999997e-08
"Test Analyzer","disable",2.7247779,1e-07
"Test Analyzer","enable",2.7251179,1e-07
"Test Analyzer","disable",2.7253218,9.99999997e-08
"Test Analyzer","enable",2.7282932,9.99999997e-08
"Test Analyzer","disable",2.7298419,1e-07
"Test Analyzer","error",2.7324474,0.0026492
"Test Analyzer","enable",2.7353336,1e-07
"Test Analyzer","disable",2.7355246,9.99999997e-08
"Test Analyzer","enable",2.7386324,9.99999997e-08
"Test Analyzer","disable",2.7392768,1.00000001e-07
"Test Analyzer","error",2.7422877,0.0019555
"Test Analyzer","error",2.7446039,0.0003018
"Test Analyzer","error",2.7480397,0.0012744
"Test Analyzer","enable",2.7510657,1.00000001e-07
"Test Analyzer","disable",2.7534176,9.99999997e-08
"Test Analyzer","enable",2.7550037,9.99999997e-08
"Test Analyzer","disable",2.7573742,9.99999997e-08
"Test Analyzer","enable",2.7593805,1e-07
"Test Analyzer","disable",2.7596562,1e-07
"Test Analyzer","enable",2.7624749,9.99999997e-08
"Test Analyzer","disable",2.7641398,1e-07
"Test Analyzer","error",2.7650156,0.0023357
"Test Analyzer","enable",2.7674401,1e-07
"Test Analyzer","disable",2.7684485,1e-07
"Test Analyzer","error",2.7704641,0.0014929
"Test Analyzer","enable",2.7750483,1e-07
"Test Analyzer","disable",2.7754868,1e-07
"Test Analyzer","enable",2.7771378,9.99999997e-08
"Test Analyzer","disable",2.7778502,1e-07
"Test Analyzer","enable",2.7808337,9.99999997e-08
"Test Analyzer","disable",2.7829891,1e-07
"Test Analyzer","enable",2.7839408,1e-07
"Test Analyzer","disable",2.7850555,1e-07
"Test Analyzer","error",2.7880611,0.0002882
"Test Analyzer","enable",2.7888258,9.99999997e-08
"Test Analyzer","disable",2.7900414,1.00000001e-07
"Test Analyzer","enable",2.7916554,1e-07
"Test Analyzer","disable",2.7917225,9.99999997e-08
"Test Analyzer","error",2.7936122,0.0012373
"Test Analyzer","error",2.7963959,0.0028408
"Test Analyzer","enable",2.8024368,1e-07
"Test Analyzer","disable",2.8054705,9.99999997e-08
"Test Analyzer","error",2.8070784,0.0026636
"Test Analyzer","error",2.811175,0.0023381
"Test Analyzer","error",2.8148656,0.0005908
"Test Analyzer","enable",2.8163728,1e-07
"Test Analyzer","disable",2.8191954,1e-07
"Test Analyzer","enable",2.8194716,9.99999997e-08
"Test Analyzer","disable",2.8214646,9.99999997e-08
"Test Analyzer","error",2.8220664,0.0010224
"Test Analyzer","error",2.825371,0.0006356
"Test Analyzer","enable",2.8266564,1e-07
"Test Analyzer","disable",2.8279967,1.00000001e-07
"Test Analyzer","error",2.8310825,0.0027886
"Test Analyzer","error",2.8365032,0.0011588
"Test Analyzer","enable",2.8390844,1e-07
"Test Analyzer","disable",2.8413358,9.99999997e-08
"Test Analyzer","enable",2.8439404,1e-07
"Test Analyzer","disable",2.8448929,9.99999997e-08
"Test Analyzer","error",2.8474225,0.0012568
"Test Analyzer","error",2.8509805,0.0014393
"Test Analyzer","enable",2.8551622,9.99999997e-08
"Test Analyzer","disable",2.8579238,9.99999997e-08
"Test Analyzer","error",2.8593237,0.0020998
"Test Analyzer","error",2.8624873,0.0003109
"Test Analyzer","enable",2.8655443,1e-07
"Test Analyzer","disable",2.8658113,1e-07
"Test Analyzer","enable",2.868887,9.99999997e-08
"Test Analyzer","disable",2.8717063,1e-07
"Test Analyzer","enable",2.8746739,1e-07
"Test Analyzer","disable",2.8769783,9.99999997e-08
"Test Analyzer","enable",2.8775384,9.99999997e-08
"Test Analyzer","disable",2.8808054,1e-07
"Test Analyzer","error",2.8814947,8.19e-05
"Test Analyzer","enable",2.8846592,1e-07
"Test Analyzer","disable",2.8858953,9.99999997e-08
"Test Analyzer","enable",2.8876944,9.99999997e-08
"Test Analyzer","disable",2.8885149,9.99999997e-08
"Test Analyzer","enable",2.8913611,9.99999997e-08
"Test Analyzer","disable",2.8936103,9.99999997e-08
"Test Analyzer","error",2.8960079,0.0031857
"Test Analyzer","error",2.9020829,0.0032416
"Test Analyzer","error",2.9074514,0.0027548
"Test Analyzer","error",2.911273,0.002209
"Test Analyzer","error",2.9167284,0.0006497
"Test Analyzer","enable",2.9184655,1e-07
"Test Analyzer","disable",2.9211726,1e-07
"Test Analyzer","enable",2.9224749,9.99999997e-08
"Test Analyzer","disable",2.9227856,9.99999997e-08
"Test Analyzer","enable",2.9234135,9.99999997e-08
"Test Analyzer","disable",2.9246731,1e-07
"Test Analyzer","enable",2.9254941,1e-07
"Test Analyzer","disable",2.9282013,9.99999997e-08
"Test Analyzer","error",2.9298306,0.0028956
"Test Analyzer","enable",2.9332371,1e-07
"Test Analyzer","disable",2.9355774,9.99999997e-08
"Test Analyzer","error",2.93678,0.001316
"Test Analyzer","error",2.9409347,0.0007331
"Test Analyzer","error",2.9429598,0.0029511
"Test Analyzer","enable",2.9460508,9.99999997e-08
"Test Analyzer","disable",2.9474467,9.99999997e-08
"Test Analyzer","error",2.9489555,0.0006831
"Test Analyzer","error",2.9507702,0.0020095
"Test Analyzer","enable",2.9547068,1e-07
"Test Analyzer","disable",2.9549406,9.99999997e-08
"Test Analyzer","enable",2.9555924,9.99999997e-08
"Test Analyzer","disable",2.9573256,1.00000001e-07
"Test Analyzer","error",2.9596395,0.0026005
"Test Analyzer","error",2.9641315,0.00294
"Test Analyzer","enable",2.967375,9.99999997e-08
"Test Analyzer","disable",2.9694706,9.99999997e-08
"Test Analyzer","error",2.969869,0.0022792
"Test Analyzer","enable",2.9729367,9.99999997e-08
"Test Analyzer","disable",2.9738528,9.99999997e-08
"Test Analyzer","enable",2.9760354,9.99999997e-08
"Test Analyzer","disable",2.9789128,1.00000001e-07
"Test Analyzer","enable",2.9796202,1e-07
"Test Analyzer","disable",2.981177,9.99999997e-08
"Test Analyzer","error",2.9823344,0.0010785
"Test Analyzer","error",2.9853961,0.0029739
"Test Analyzer","enable",2.9898616,1e-07
"Test Analyzer","disable",2.9913122,1e-07
"Test Analyzer","error",2.9938671,0.0023919
"Test Analyzer","error",2.9993159,0.0003479
"Test Analyzer","enable",3.0023257,9.99999997e-08
"Test Analyzer","disable",3.0043951,9.99999997e-08
"Test Analyzer","error",3.0062049,0.001462
"Test Analyzer","enable",3.0096095,1e-07
"Test Analyzer","disable",3.0111919,1e-07
"Test Analyzer","error",3.0121178,0.002343
"Test Analyzer","error",3.017276,0.0018952
"Test Analyzer","error",3.0195914,0.0028506
"Test Analyzer","error",3.0242372,0.0025558
"Test Analyzer","error",3.0285409,0.002773
"Test Analyzer","enable",3.0324148,1e-07
"Test Analyzer","disable",3.0350563,1.00000001e-07
"Test Analyzer","error",3.0362322,0.0018965
"Test Analyzer","error",3.0397525,0.0002601
"Test Analyzer","enable",3.0428892,1e-07
"Test Analyzer","disable",3.0450551,1e-07
"Test Analyzer","enable",3.0465004,9.99999997e-08
"Test Analyzer","disable",3.0466438,1e-07
"Test Analyzer","enable",3.0473371,9.99999997e-08
"Test Analyzer","disable",3.0482078,9.99999997e-08
"Test Analyzer","error",3.0514226,0.0030833
"Test Analyzer","error",3.0555778,0.0018224
"Test Analyzer","enable",3.0586138,1.00000001e-07
"Test Analyzer","disable",3.0618477,1e-07
"Test Analyzer","error",3.0645685,0.0027826
"Test Analyzer","enable",3.0679257,1e-07
"Test Analyzer","disable",3.0701341,9.99999997e-08
"Test Analyzer","enable",3.0713874,1e-07
"Test Analyzer","disable",3.0715052,1.00000001e-07
"Test Analyzer","enable",3.0717461,1e-07
"Test Analyzer","disable",3.0719311,9.99999997e-08
"Test Analyzer","error",3.0746828,7.57e-05
"Test Analyzer","enable",3.075532,1e-07
"Test Analyzer","disable",3.076662,1e-07
"Test Analyzer","enable",3.078009,1e-07
"Test Analyzer","disable",3.0800635,9.99999997e-08
"Test Analyzer","enable",3.0813866,9.99999997e-08
"Test Analyzer","disable",3.0835677,9.99999997e-08
"Test Analyzer","enable",3.0847563,9.99999997e-08
"Test Analyzer","disable",3.0855243,1e-07
"Test Analyzer","enable",3.0855972,9.99999997e-08
"Test Analyzer","disable",3.0881084,1e-07
"Test Analyzer","enable",3.0902586,1.00000001e-07
"Test Analyzer","disable",3.0932119,9.99999997e-08
"Test Analyzer","error",3.0951515,4e-07
"Test Analyzer","enable",3.0980964,9.99999997e-08
"Test Analyzer","disable",3.1012219,9.99999997e-08
"Test Analyzer","error",3.1018159,0.0026856
"Test Analyzer","error",3.1048365,0.0027376
"Test Analyzer","enable",3.1096144,1e-07
"Test Analyzer","disable",3.1110456,9.99999997e-08
"Test Analyzer","enable",3.1125194,9.99999997e-08
"Test Analyzer","disable",3.1154559,9.99999997e-08
"Test Analyzer","enable",3.1172857,1e-07
"Test Analyzer","disable",3.1178369,1e-07
"Test Analyzer","error",3.1199526,0.0003252
"Test Analyzer","enable",3.1214457,9.99999997e-08
"Test Analyzer","disable",3.1246766,1e-07
"Test Analyzer","enable",3.1275734,9.99999997e-08
"Test Analyzer","disable",3.1293626,1e-07
"Test Analyzer","enable",3.1303849,9.99999997e-08
"Test Analyzer","disable",3.1336134,9.99999997e-08
"Test Analyzer","enable",3.1359786,1e-07
"Test Analyzer","disable",3.1380681,1e-07
"Test Analyzer","enable",3.1406704,1e-07
"Test Analyzer","disable",3.1423923,9.99999997e-08
"Test Analyzer","enable",3.1453878,9.99999997e-08
"Test Analyzer","disable",3.1473133,1e-07
"Test Analyzer","enable",3.1490201,9.99999997e-08
"Test Analyzer","disable",3.1497646,1e-07
"Test Analyzer","enable",3.1514902,9.99999997e-08
"Test Analyzer","disable",3.1540553,9.99999997e-08
"Test Analyzer","error",3.1561595,0.0026559
"Test Analyzer","error",3.1590917,0.0029437
"Test Analyzer","enable",3.1623759,1e-07
"Test Analyzer","disable",3.1656505,1.00000001e-07
"Test Analyzer","enable",3.1680072,1e-07
"Test Analyzer","disable",3.1689601,9.99999997e-08
"Test Analyzer","error",3.1708922,0.0001138
"Test Analyzer","enable",3.1728187,9.99999997e-08
"Test Analyzer","disable",3.1754815,1e-07
"Test Analyzer","enable",3.1779409,1e-07
"Test Analyzer","disable",3.1796901,9.99999997e-08
"Test Analyzer","error",3.1820473,0.0031781
"Test Analyzer","enable",3.1857853,9.99999997e-08
"Test Analyzer","disable",3.1873976,9.99999997e-08
"Test Analyzer","error",3.1888058,0.001986
"Test Analyzer","enable",3.1932974,9.99999997e-08
"Test Analyzer","disable",3.1933451,1e-07
"Test Analyzer","error",3.1957339,0.002717
"Test Analyzer","enable",3.2015629,1e-07
"Test Analyzer","disable",3.2036001,9.99999997e-08
"Test Analyzer","error",3.2037305,0.0015358
"Test Analyzer","error",3.207608,0.0006468
"Test Analyzer","error",3.2096576,0.0018058
"Test Analyzer","error",3.2147072,0.0005216
"Test Analyzer","error",3.2176005,0.0007129
"Test Analyzer","enable",3.2191725,9.99999997e-08
"Test Analyzer","disable",3.2220643,9.99999997e-08
"Test Analyzer","error",3.2244645,0.0025694
"Test Analyzer","enable",3.2284929,9.99999997e-08
"Test Analyzer","disable",3.2294358,9.99999997e-08
"Test Analyzer","error",3.2323516,0.0021456
"Test Analyzer","enable",3.2348023,9.99999997e-08
"Test Analyzer","disable",3.236884,1e-07
"Test Analyzer","enable",3.2384815,1e-07
"Test Analyzer","disable",3.2385303,1e-07
"Test Analyzer","error",3.2394665,0.0018949
"Test Analyzer","enable",3.2443623,9.99999997e-08
"Test Analyzer","disable",3.2462683,9.99999997e-08
"Test Analyzer","enable",3.2487258,1.00000001e-07
"Test Analyzer","disable",3.2502139,1e-07
"Test Analyzer","error",3.2506755,0.0026507
"Test Analyzer","error",3.2555548,0.000614
"Test Analyzer","enable",3.2565434,9.99999997e-08
"Test Analyzer","disable",3.2569401,1e-07
"Test Analyzer","enable",3.2597913,1e-07
"Test Analyzer","disable",3.2606595,9.99999997e-08
"Test Analyzer","error",3.2616063,0.0021143
"Test Analyzer","error",3.2639804,0.0018186
"Test Analyzer","enable",3.2678489,1e-07
"Test Analyzer","disable",3.2679786,9.99999997e-08
"Test Analyzer","error",3.270827,0.003275
"Test Analyzer","enable",3.2747378,1e-07
"Test Analyzer","disable",3.2765114,9.99999997e-08
"Test Analyzer","enable",3.2784397,1e-07
"Test Analyzer","disable",3.2815304,1.00000001e-07
"Test Analyzer","error",3.283899,3.51e-05
"Test Analyzer","enable",3.2867944,1e-07
"Test Analyzer","disable",3.2886385,1e-07
"Test Analyzer","error",3.2901228,0.0031868
"Test Analyzer","error",3.2939247,0.0027192
"Test Analyzer","enable",3.297067,1e-07
"Test Analyzer","disable",3.298626,9.99999997e-08
"Test Analyzer","error",3.2990785,0.0027218
"Test Analyzer","error",3.3042709,0.0015681
"Test Analyzer","error",3.3087604,0.0012774
"Test Analyzer","enable",3.3117075,1e-07
"Test Analyzer","disable",3.3132172,9.99999997e-08
"Test Analyzer","error",3.3150611,0.0005246
"Test Analyzer","error",3.317028,3.3e-06
"Test Analyzer","error",3.3190129,0.0013398
"Test Analyzer","enable",3.3205942,1e-07
"Test Analyzer","disable",3.3231322,1e-07
"Test Analyzer","error",3.3254023,5.3e-05
"Test Analyzer","error",3.3255112,0.0031773
"Test Analyzer","error",3.3295157,0.0017494
"Test Analyzer","enable",3.3336013,9.99999997e-08
"Test Analyzer","disable",3.3362088,1e-07
"Test Analyzer","error",3.3364609,0.0029379
"Test Analyzer","error",3.342251,1.39e-05
"Test Analyzer","error",3.3438984,0.0009499
"Test Analyzer","error",3.3479431,0.0007427
"Test Analyzer","enable",3.3497621,9.99999997e-08
"Test Analyzer","disable",3.3508669,1e-07
"Test Analyzer","enable",3.3511411,1e-07
"Test Analyzer","disable",3.3530777,1e-07
"Test Analyzer","enable",3.3557199,9.99999997e-08
"Test Analyzer","disable",3.3560935,9.99999997e-08
"Test Analyzer","error",3.3589602,0.0029987
"Test Analyzer","enable",3.3636073,9.99999997e-08
"Test Analyzer","disable",3.3644698,9.99999997e-08
"Test Analyzer","error",3.3674305,0.0012432
"Test Analyzer","enable",3.3699814,1e-07
"Test Analyzer","disable",3.3722209,1e-07
"Test Analyzer","enable",3.3753614,9.99999997e-08
"Test Analyzer","disable",3.3758177,1.00000001e-07
"Test Analyzer","error",3.3784772,0.0032584
"Test Analyzer","error",3.383565,0.0027648
"Test Analyzer","error",3.3888989,0.0032258
"Test Analyzer","error",3.3934966,0.0015665
"Test Analyzer","enable",3.3962727,1e-07
"Test Analyzer","disable",3.3979011,1e-07
"Test Analyzer","error",3.4009071,0.0027034
"Test Analyzer","error",3.4039003,0.0021896
"Test Analyzer","error",3.4092012,0.0017721
"Test Analyzer","enable",3.4138012,9.99999997e-08
"Test Analyzer","disable",3.416824,9.99999997e-08
"Test Analyzer","error",3.4170909,0.0009679
"Test Analyzer","enable",3.4207356,9.99999997e-08
"Test Analyzer","disable",3.4231231,9.99999997e-08
"Test Analyzer","error",3.4239461,0.0029971
"Test Analyzer","enable",3.4277792,1e-07
"Test Analyzer","disable",3.4301556,9.99999997e-08
"Test Analyzer","enable",3.4324632,1e-07
"Test Analyzer","disable",3.4342718,1e-07
"Test Analyzer","enable",3.4366913,1e-07
"Test Analyzer","disable",3.4394521,9.99999997e-08
"Test Analyzer","error",3.4421825,0.0010835
"Test Analyzer","error",3.445218,0.0032757
"Test Analyzer","enable",3.4503347,9.99999997e-08
"Test Analyzer","disable",3.4504446,1e-07
"Test Analyzer","enable",3.4508413,9.99999997e-08
"Test Analyzer","disable",3.4539286,1e-07
"Test Analyzer","error",3.4552918,0.0028505
"Test Analyzer","error",3.461329,0.0003285
"Test Analyzer","enable",3.4622028,9.99999997e-08
"Test Analyzer","disable",3.4645448,9.99999997e-08
"Test Analyzer","error",3.4655571,0.0029767
"Test Analyzer","enable",3.4704998,1.00000001e-07
"Test Analyzer","disable",3.4728717,1e-07
"Test Analyzer","error",3.4747345,0.0008108
"Test Analyzer","enable",3.4761443,1e-07
"Test Analyzer","disable",3.4792021,1e-07
"Test Analyzer","enable",3.4808411,9.99999997e-08
"Test Analyzer","disable",3.4834819,9.99999997e-08
"Test Analyzer","error",3.4866248,0.0031791
"Test Analyzer","enable",3.4900753,9.99999997e-08
"Test Analyzer","disable",3.4923297,1e-07
"Test Analyzer","enable",3.4926011,1e-07
"Test Analyzer","disable",3.4947977,1e-07
"Test Analyzer","error",3.4971967,0.0011069
"Test Analyzer","error",3.5009546,0.0019993
"Test Analyzer","error",3.5049703,0.0025481
"Test Analyzer","error",3.509609,0.0002276
"Test Analyzer","enable",3.5128576,1e-07
"Test Analyzer","disable",3.5133534,1e-07
"Test Analyzer","error",3.514057,0.0014702
"Test Analyzer","error",3.5181745,0.0001792
"Test Analyzer","enable",3.5193824,9.99999997e-08
"Test Analyzer","disable",3.5216363,9.99999997e-08
"Test Analyzer","error",3.5238704,0.0016762
"Test Analyzer","error",3.5286042,0.0024326
"Test Analyzer","error",3.5331124,0.0016624
"Test Analyzer","enable",3.5370461,9.99999997e-08
"Test Analyzer","disable",3.5371047,9.99999997e-08
"Test Analyzer","error",3.5384633,0.0015482
"Test Analyzer","enable",3.5408178,9.99999997e-08
"Test Analyzer","disable",3.5426237,9.99999997e-08
"Test Analyzer","enable",3.542765,9.99999997e-08
"Test Analyzer","disable",3.5458434,1e-07
"Test Analyzer","enable",3.5479271,1e-07
"Test Analyzer","disable",3.5494594,1.00000001e-07
"Test Analyzer","enable",3.5518018,1e-07
"Test Analyzer","disable",3.5535816,1e-07
"Test Analyzer","error",3.5545697,0.0018547
"Test Analyzer","enable",3.5570173,9.99999997e-08
"Test Analyzer","disable",3.5600049,9.99999997e-08
"Test Analyzer","enable",3.5600259,1.00000001e-07
"Test Analyzer","disable",3.5612557,1e-07
"Test Analyzer","enable",3.5627015,9.99999997e-08
"Test Analyzer","disable",3.5634227,1.00000001e-07
"Test Analyzer","error",3.5663103,0.0032617
"Test Analyzer","enable",3.5728305,1.00000001e-07
"Test Analyzer","disable",3.5750768,9.99999997e-08
"Test Analyzer","enable",3.577708,1e-07
"Test Analyzer","disable",3.5789865,9.99999997e-08
"Test Analyzer","enable",3.5796712,1e-07
"Test Analyzer","disable",3.5806721,9.99999997e-08
"Test Analyzer","error",3.5815327,0.0028471
"Test Analyzer","error",3.5873464,0.0014799
"Test Analyzer","error",3.5919559,0.0013323
"Test Analyzer","enable",3.5962827,9.99999997e-08
"Test Analyzer","disable",3.5969981,1e-07
"Test Analyzer","error",3.5994486,0.0029022
"Test Analyzer","enable",3.6041218,9.99999997e-08
"Test Analyzer","disable",3.6058275,9.99999997e-08
"Test Analyzer","enable",3.606001,9.99999997e-08
"Test Analyzer","disable",3.6068661,9.99999997e-08
"Test Analyzer","error",3.6095059,0.0005313
"Test Analyzer","error",3.6104891,0.0023858
"Test Analyzer","enable",3.613986,9.99999997e-08
"Test Analyzer","disable",3.6158634,1e-07
"Test Analyzer","error",3.6173869,0.0008174
"Test Analyzer","error",3.6182885,0.0031471
"Test Analyzer","error",3.6242342,0.002447
"Test Analyzer","error",3.6295537,5.15e-05
"Test Analyzer","error",3.6319743,0.0015497
"Test Analyzer","error",3.6367713,0.0019274
"Test Analyzer","enable",3.6414795,9.99999997e-08
"Test Analyzer","disable",3.643478,9.99999997e-08
"Test Analyzer","error",3.6437873,0.0017172
"Test Analyzer","enable",3.6455912,9.99999997e-08
"Test Analyzer","disable",3.6467173,9.99999997e-08
"Test Analyzer","enable",3.6469962,1.00000001e-07
"Test Analyzer","disable",3.6479549,1e-07
"Test Analyzer","enable",3.6488132,1e-07
"Test Analyzer","disable",3.6517859,9.99999997e-08
"Test Analyzer","error",3.6550542,0.0021989
"Test Analyzer","error",3.6583466,0.0001949
"Test Analyzer","enable",3.6614889,9.99999997e-08
"Test Analyzer","disable",3.6633515,9.99999997e-08
"Test Analyzer","enable",3.6640915,9.99999997e-08
"Test Analyzer","disable",3.6657068,1e-07
"Test Analyzer","error",3.6670702,0.0030397
"Test Analyzer","error",3.6717913,0.0004365
"Test Analyzer","error",3.6737836,0.0032414
"Test Analyzer","error",3.6776189,0.0016906
"Test Analyzer","enable",3.6810144,9.99999997e-08
"Test Analyzer","disable",3.682426,9.99999997e-08
"Test Analyzer","enable",3.6829625,1e-07
"Test Analyzer","disable",3.6834353,9.99999997e-08
"Test Analyzer","error",3.6845603,0.0004871
"Test Analyzer","enable",3.6877723,1e-07
"Test Analyzer","disable",3.6881915,1e-07
"Test Analyzer","error",3.688846,0.0022171
"Test Analyzer","error",3.6932194,0.0025859
"Test Analyzer","enable",3.6968103,9.99999997e-08
"Test Analyzer","disable",3.6988567,1e-07
"Test Analyzer","enable",3.7016773,9.99999997e-08
"Test Analyzer","disable",3.7028352,9.99999997e-08
"Test Analyzer","enable",3.7039353,1e-07
"Test Analyzer","disable",3.7043362,9.99999997e-08
"Test Analyzer","error",3.7048998,0.002998
"Test Analyzer","error",3.7093801,0.002625
"Test Analyzer","enable",3.7144803,9.99999997e-08
"Test Analyzer","disable",3.7171746,1e-07
"Test Analyzer","error",3.7185797,0.0002966
"Test Analyzer","enable",3.7205115,9.99999997e-08
"Test Analyzer","disable",3.7236657,1e-07
"Test Analyzer","error",3.7265487,0.0027116
"Test Analyzer","enable",3.7315938,9.99999997e-08
"Test Analyzer","disable",3.7334554,1e-07
"Test Analyzer","error",3.735043,0.0002087
"Test Analyzer","error",3.7352708,0.001398
"Test Analyzer","enable",3.738206,1e-07
"Test Analyzer","disable",3.7390969,1e-07
"Test Analyzer","error",3.7421806,0.0022529
"Test Analyzer","enable",3.744661,1.00000001e-07
"Test Analyzer","disable",3.7448172,9.99999997e-08
"Test Analyzer","enable",3.74529,1e-07
"Test Analyzer","disable",3.7480498,1e-07
"Test Analyzer","enable",3.7484681,1e-07
"Test Analyzer","disable",3.7497329,1e-07
"Test Analyzer","error",3.7507896,0.0016488
"Test Analyzer","error",3.7530603,0.0020387
"Test Analyzer","error",3.7577889,0.000824
"Test Analyzer","error",3.7600621,0.0011634
"Test Analyzer","enable",3.7618223,1e-07
"Test Analyzer","disable",3.7648643,9.99999997e-08
"Test Analyzer","enable",3.7669027,9.99999997e-08
"Test Analyzer","disable",3.7700943,1e-07
"Test Analyzer","error",3.7729008,0.0025826
"Test Analyzer","error",3.7774055,0.0004923
"Test Analyzer","error",3.7792978,0.0007255
"Test Analyzer","error",3.7811401,0.0026887
"Test Analyzer","enable",3.7844611,1e-07
"Test Analyzer","disable",3.7864164,1.00000001e-07
"Test Analyzer","enable",3.7886029,1e-07
"Test Analyzer","disable",3.7895164,1e-07
"Test Analyzer","enable",3.7917823,1e-07
"Test Analyzer","disable",3.7930382,1e-07
"Test Analyzer","enable",3.7934456,9.99999997e-08
"Test Analyzer","disable",3.7964628,9.99999997e-08
"Test Analyzer","error",3.7975711,0.0012508
"Test Analyzer","error",3.7997618,0.0016996
"Test Analyzer","error",3.8022149,0.0027292
"Test Analyzer","error",3.8058473,0.0003043
"Test Analyzer","error",3.809272,0.002043
"Test Analyzer","enable",3.8118687,9.99999997e-08
"Test Analyzer","disable",3.8123152,9.99999997e-08
"Test Analyzer","enable",3.8149652,9.99999997e-08
"Test Analyzer","disable",3.8171565,1e-07
"Test Analyzer","enable",3.8186936,9.99999997e-08
"Test Analyzer","disable",3.8200449,1e-07
"Test Analyzer","error",3.8212264,0.0003317
"Test Analyzer","enable",3.8234657,1e-07
"Test Analyzer","disable",3.8249227,9.99999997e-08
"Test Analyzer","enable",3.8253038,1e-07
"Test Analyzer","disable",3.8264452,9.99999997e-08
"Test Analyzer","error",3.8293126,0.002775
"Test Analyzer","error",3.8347145,0.0032605
"Test Analyzer","enable",3.8391142,9.99999997e-08
"Test Analyzer","disable",3.8394403,9.99999997e-08
"Test Analyzer","error",3.8413066,0.0031552
"Test Analyzer","error",3.8451229,0.0014446
"Test Analyzer","error",3.8469419,0.0029428
"Test Analyzer","error",3.8514699,0.0029416
"Test Analyzer","enable",3.8559478,9.99999997e-08
"Test Analyzer","disable",3.8592074,1e-07
"Test Analyzer","error",3.861531,0.000636
"Test Analyzer","enable",3.8635385,9.99999997e-08
